,Date,Close,Open,High,Low,Volume,Market Cap,Sentiment
47,2018-01-12,13980.6,13453.9,14229.9,13158.1,12065700000,225986000000,0.10063371130000001
48,2018-01-11,13405.8,14968.2,15018.8,13105.9,16534100000,251387000000,0.10063371130000001
49,2018-01-10,14973.3,14588.5,14973.3,13691.2,18500800000,244981000000,0.10063371130000001
50,2018-01-09,14595.4,15123.7,15497.5,14424.0,16660000000,253935000000,0.10063371130000001
51,2018-01-08,15170.1,16476.2,16537.9,14208.2,18413900000,276612000000,0.1035664357
52,2018-01-07,16477.6,17527.3,17579.6,16087.7,15866000000,294222000000,0.1035664357
53,2018-01-06,17527.0,17462.1,17712.4,16764.6,18314600000,293091000000,0.1035664357
54,2018-01-05,17429.5,15477.2,17705.2,15202.8,23840900000,259748000000,0.1035664357
55,2018-01-04,15599.2,15270.7,15739.7,14522.2,21783200000,256250000000,0.1035664357
56,2018-01-03,15201.0,14978.2,15572.8,14844.5,16871900000,251312000000,0.1035664357
57,2018-01-02,14982.1,13625.0,15444.6,13163.6,16846600000,228579000000,0.1035664357
58,2018-01-01,13657.2,14112.2,14112.2,13154.7,10291200000,236725000000,0.1035664357
59,2017-12-31,14156.4,12897.7,14377.4,12755.6,12136300000,216326000000,0.1035664357
60,2017-12-30,12952.2,14681.9,14681.9,12350.1,14452600000,246224000000,0.1035664357
61,2017-12-29,14656.2,14695.8,15279.0,14307.0,13025500000,246428000000,0.1035664357
62,2017-12-28,14606.5,15864.1,15888.4,13937.3,12336500000,265988000000,0.1035664357
63,2017-12-27,15838.5,16163.5,16930.9,15114.3,12487600000,270976000000,0.1035664357
64,2017-12-26,16099.8,14036.6,16461.2,14028.9,13454300000,235294000000,0.1035664357
65,2017-12-25,14026.6,13995.9,14593.0,13448.9,10664700000,234590000000,0.1035664357
66,2017-12-24,13925.8,14608.2,14626.0,12747.7,11572300000,244824000000,0.1035664357
67,2017-12-23,14699.2,13948.7,15603.2,13828.8,13086000000,233748000000,0.1035664357
68,2017-12-22,13831.8,15898.0,15943.4,11833.0,22198000000,266381000000,0.1035664357
69,2017-12-21,15802.9,16642.4,17567.7,15342.7,16516600000,278827000000,0.1035664357
70,2017-12-20,16624.6,17760.3,17934.7,16077.7,22149700000,297526000000,0.1035664357
71,2017-12-19,17776.7,19118.3,19177.8,17275.4,16894500000,320242000000,0.1035664357
72,2017-12-18,19114.2,19106.4,19371.0,18355.9,14839500000,320000000000,0.1035664357
73,2017-12-17,19140.8,19475.8,20089.0,18974.1,13314600000,326141000000,0.09853464192
74,2017-12-16,19497.4,17760.3,19716.7,17515.3,12740600000,297376000000,0.09853464192
75,2017-12-15,17706.9,16601.3,18154.1,16601.3,14310000000,277936000000,0.09853464192
76,2017-12-14,16564.0,16384.6,17085.8,16185.9,13777400000,274269000000,0.09853464192
77,2017-12-13,16408.2,17500.0,17653.1,16039.7,12976900000,292900000000,0.09853464192
78,2017-12-12,17415.4,16919.8,17781.8,16571.6,14603800000,283155000000,0.09853464192
79,2017-12-11,16936.8,15427.4,17513.9,15404.8,12153900000,258147000000,0.09853464192
80,2017-12-10,15455.4,15168.4,15850.6,13226.6,13433300000,253782000000,0.09853464192
81,2017-12-09,15178.2,16523.3,16783.0,13674.9,13911300000,276415000000,0.09853464192
82,2017-12-08,16569.4,17802.9,18353.4,14336.9,21136000000,297787000000,0.09853464192
83,2017-12-07,17899.7,14266.1,17899.7,14057.3,17950700000,238600000000,0.09853464192
84,2017-12-06,14291.5,11923.4,14369.1,11923.4,12656300000,199390000000,0.09853464192
85,2017-12-05,11916.7,11685.7,12032.0,11604.6,6895260000,195389000000,0.09853464192
86,2017-12-04,11657.2,11315.4,11657.2,11081.8,6132410000,189172000000,0.09853464192
87,2017-12-03,11323.2,11082.7,11858.7,10862.0,6608310000,185258000000,0.09853464192
88,2017-12-02,11074.6,10978.3,11320.2,10905.1,5138500000,183490000000,0.09853464192
89,2017-12-01,10975.6,10198.6,11046.7,9694.65,6783120000,170436000000,0.09853464192
90,2017-11-30,10233.6,9906.79,10801.0,9202.05,8310690000,165537000000,0.09853464192
91,2017-11-29,9888.61,10077.4,11517.4,9601.03,11568800000,168367000000,0.09853464192
92,2017-11-28,10058.8,9823.43,10125.7,9736.3,6348820000,164104000000,0.09853464192
93,2017-11-27,9818.35,9352.72,9818.35,9352.72,5653320000,156221000000,0.09853464192
94,2017-11-26,9330.55,8789.04,9522.93,8775.59,5475580000,146789000000,0.09853464192
95,2017-11-25,8790.92,8241.71,8790.92,8191.15,4342060000,137632000000,0.380219439
96,2017-11-24,8253.69,8074.02,8374.16,7940.93,5058610000,134816000000,0.380219439
97,2017-11-23,8038.77,8232.38,8267.4,8038.77,4225180000,137444000000,0.380219439
98,2017-11-22,8253.55,8077.95,8302.26,8075.47,3633530000,134851000000,0.380219439
99,2017-11-21,8071.26,8205.74,8348.66,7762.71,4277610000,136967000000,0.380219439
100,2017-11-20,8200.64,8039.07,8336.86,7949.36,3488450000,134167000000,0.380219439
101,2017-11-19,8036.49,7766.03,8101.91,7694.1,3149320000,129595000000,0.380219439
102,2017-11-18,7790.15,7697.21,7884.99,7463.44,3667190000,128425000000,0.380219439
103,2017-11-17,7708.99,7853.57,8004.59,7561.09,4651670000,131026000000,0.380219439
104,2017-11-16,7871.69,7323.24,7967.38,7176.58,5123810000,122164000000,0.380219439
105,2017-11-15,7315.54,6634.76,7342.25,6634.76,4200880000,110667000000,0.380219439
106,2017-11-14,6635.75,6561.48,6764.98,6461.75,3197110000,109434000000,0.380219439
107,2017-11-13,6559.49,5938.25,6811.19,5844.29,6263250000,99029000000,0.380219439
108,2017-11-12,5950.07,6295.45,6625.05,5519.01,8957350000,104980000000,0.380219439
109,2017-11-11,6357.6,6618.61,6873.15,6204.22,4908680000,110362000000,0.380219439
110,2017-11-10,6618.14,7173.73,7312.0,6436.87,5208250000,119607000000,0.380219439
111,2017-11-09,7143.58,7446.83,7446.83,7101.52,3226250000,124146000000,0.380219439
112,2017-11-08,7459.69,7141.38,7776.42,7114.02,4602200000,119041000000,0.380219439
113,2017-11-07,7144.38,7023.1,7253.32,7023.1,2326340000,117056000000,0.380219439
114,2017-11-06,7022.76,7403.22,7445.77,7007.31,3111900000,123379000000,0.380219439
115,2017-11-05,7407.41,7404.52,7617.48,7333.19,2380410000,123388000000,0.380219439
116,2017-11-04,7379.95,7164.48,7492.86,7031.28,2483800000,119376000000,0.380219439
117,2017-11-03,7207.76,7087.53,7461.29,7002.94,3369860000,118084000000,0.380219439
118,2017-11-02,7078.5,6777.77,7367.33,6758.72,4653770000,112910000000,0.380219439
119,2017-11-01,6767.31,6440.97,6767.31,6377.88,2870320000,107287000000,0.380219439
120,2017-10-31,6468.4,6132.02,6470.43,6103.33,2311380000,102130000000,0.380219439
121,2017-10-30,6130.53,6114.85,6214.99,6040.85,1772150000,101833000000,0.380219439
122,2017-10-29,6153.85,5754.44,6255.71,5724.58,2859040000,95819800000,0.380219439
123,2017-10-28,5753.09,5787.82,5876.72,5689.19,1403920000,96369600000,0.380219439
124,2017-10-27,5780.9,5899.74,5988.39,5728.82,1710130000,98225400000,0.380219439
125,2017-10-26,5904.83,5747.95,5976.8,5721.22,1905040000,95685100000,0.380219439
126,2017-10-25,5750.8,5524.6,5754.33,5397.88,1966990000,91954200000,0.380219439
127,2017-10-24,5526.64,5935.52,5935.52,5504.18,2735700000,98781600000,0.380219439
128,2017-10-23,5930.32,6006.0,6075.59,5732.47,2401840000,99941600000,0.380219439
129,2017-10-22,6008.42,6036.66,6076.26,5792.34,2034630000,100438000000,0.380219439
130,2017-10-21,6031.6,5996.79,6194.88,5965.07,2207100000,99763200000,0.380219439
131,2017-10-20,6011.45,5708.11,6060.11,5627.23,2354430000,94947900000,0.380219439
132,2017-10-19,5708.52,5583.74,5744.35,5531.06,1780540000,92867000000,0.380219439
133,2017-10-18,5590.69,5603.82,5603.82,5151.44,2399270000,93190200000,0.380219439
134,2017-10-17,5605.51,5741.58,5800.35,5472.72,1821570000,95469300000,0.380219439
135,2017-10-16,5725.59,5687.57,5776.23,5544.21,2008070000,94559000000,0.380219439
136,2017-10-15,5678.19,5835.96,5852.48,5478.61,1976040000,97011900000,0.380219439
137,2017-10-14,5831.79,5643.53,5837.7,5591.64,1669030000,93803000000,0.380219439
138,2017-10-13,5647.21,5464.16,5840.3,5436.85,3615480000,90812400000,0.380219439
139,2017-10-12,5446.91,4829.58,5446.91,4822.0,2791610000,80256700000,0.380219439
140,2017-10-11,4826.48,4789.25,4873.73,4751.63,1222280000,79578200000,0.380219439
141,2017-10-10,4781.99,4776.21,4922.17,4765.1,1597140000,79351800000,0.380219439
142,2017-10-09,4772.02,4614.52,4878.71,4564.25,1968740000,76656500000,0.380219439
143,2017-10-08,4610.48,4429.67,4624.14,4405.64,1313870000,73575400000,0.380219439
144,2017-10-07,4426.89,4369.35,4443.88,4321.05,906928000,72565100000,0.380219439
145,2017-10-06,4370.81,4324.46,4413.27,4320.53,1069940000,71810600000,0.380219439
146,2017-10-05,4328.41,4229.88,4362.64,4164.05,1161770000,70233700000,0.380219439
147,2017-10-04,4229.36,4319.37,4352.31,4210.42,1116770000,71712500000,0.380219439
148,2017-10-03,4317.48,4408.46,4432.47,4258.89,1288020000,73181300000,0.380219439
149,2017-10-02,4409.32,4395.81,4470.23,4377.46,1431730000,72963200000,0.2505911695
150,2017-10-01,4403.74,4341.05,4403.74,4269.81,1208210000,72047300000,0.28830439809999997
151,2017-09-30,4338.71,4166.11,4358.43,4160.86,1207450000,69136600000,0.2287110906
152,2017-09-29,4163.07,4171.62,4214.63,4039.29,1367050000,69219200000,0.38062782590000005
153,2017-09-28,4174.73,4197.13,4279.31,4109.7,1712320000,69633200000,0.24809526010000002
154,2017-09-27,4200.67,3892.94,4210.05,3884.82,1686880000,64579200000,0.262542908
155,2017-09-26,3892.35,3928.41,3969.89,3869.9,1043740000,65161000000,0.262542908
156,2017-09-25,3926.07,3681.58,3950.25,3681.58,1374210000,61061100000,0.3471517822
157,2017-09-24,3682.84,3796.15,3796.15,3666.9,768015000,62954300000,0.3069042819
158,2017-09-23,3792.4,3629.92,3819.21,3594.58,928114000,60190000000,0.2274056841
159,2017-09-22,3630.7,3628.02,3758.27,3553.53,1194830000,60152300000,0.0767356091
160,2017-09-21,3631.04,3901.47,3916.42,3613.63,1411480000,64677600000,0.3186415442
161,2017-09-20,3905.95,3916.36,4031.39,3857.73,1213830000,64918500000,0.3186415442
162,2017-09-19,3924.97,4073.79,4094.07,3868.87,1563980000,67520300000,0.1980971309
163,2017-09-18,4065.2,3591.09,4079.23,3591.09,1943210000,59514100000,0.3049536212
164,2017-09-17,3582.88,3606.28,3664.81,3445.64,1239150000,59757800000,0.2927491133
165,2017-09-16,3625.04,3637.75,3808.84,3487.79,1818400000,60271600000,0.2596776887
166,2017-09-15,3637.52,3166.3,3733.45,2946.62,4148070000,52453500000,0.2528451111
167,2017-09-14,3154.95,3875.37,3920.6,3153.86,2716310000,64191600000,0.09739457147
168,2017-09-13,3882.59,4131.98,4131.98,3789.92,2219410000,68432200000,0.16079828710000002
169,2017-09-12,4130.81,4168.88,4344.65,4085.22,1864530000,69033400000,0.2559184592
170,2017-09-11,4161.27,4122.47,4261.67,4099.4,1557330000,68256000000,0.346772363
171,2017-09-10,4122.94,4229.34,4245.44,3951.04,1679090000,70018100000,0.29176208940000004
172,2017-09-09,4226.06,4229.81,4308.82,4114.11,1386230000,70017200000,0.3370602849
173,2017-09-08,4228.75,4605.16,4661.0,4075.18,2700890000,76220200000,0.1101894924
174,2017-09-07,4599.88,4589.14,4655.04,4491.33,1844620000,75945000000,0.240134391
175,2017-09-06,4597.12,4376.59,4617.25,4376.59,2172100000,72418700000,0.1758738161
176,2017-09-05,4376.53,4228.29,4427.84,3998.11,2697970000,69954400000,0.258582153
177,2017-09-04,4236.31,4591.63,4591.63,4108.4,2987330000,75955500000,0.33631592130000004
178,2017-09-03,4582.96,4585.27,4714.08,4417.59,1933190000,75841700000,0.3452091437
179,2017-09-02,4578.77,4901.42,4975.04,4469.24,2722140000,81060600000,0.4102468386
180,2017-09-01,4892.01,4701.76,4892.01,4678.53,2599080000,77748400000,0.3496164131
181,2017-08-31,4703.39,4555.59,4736.05,4549.4,1944930000,75322300000,0.37198177060000004
182,2017-08-30,4565.3,4570.36,4626.52,4471.41,1937850000,75556600000,0.2539428855
183,2017-08-29,4579.02,4389.21,4625.68,4352.13,2486080000,72553800000,0.2187467694
184,2017-08-28,4382.66,4384.45,4403.93,4224.64,1959330000,72467900000,0.2187467694
185,2017-08-27,4382.88,4345.1,4416.59,4317.29,1537460000,71809200000,0.35980570729999994
186,2017-08-26,4352.4,4372.06,4379.28,4269.52,1511610000,72249100000,0.26887507829999996
187,2017-08-25,4371.6,4332.82,4455.7,4307.35,1727970000,71595100000,0.2240388395
188,2017-08-24,4334.68,4137.6,4376.39,4130.26,2037750000,68363900000,0.1603524857
189,2017-08-23,4151.52,4089.01,4255.78,4078.41,2369820000,67553000000,0.18468143539999998
190,2017-08-22,4100.52,3998.35,4128.76,3674.58,3764240000,66051000000,0.3523245671
191,2017-08-21,4001.74,4090.48,4109.14,3988.6,2800890000,67567100000,0.3151493557
192,2017-08-20,4087.66,4189.31,4196.29,4069.88,2109770000,69192700000,0.1087603575
193,2017-08-19,4193.7,4137.75,4243.26,3970.55,2975820000,68333100000,0.2738364236
194,2017-08-18,4160.62,4324.34,4370.13,4015.4,2941710000,71406500000,0.2287504066
195,2017-08-17,4331.69,4384.44,4484.7,4243.71,2553360000,72389100000,0.2979687849
196,2017-08-16,4376.63,4200.34,4381.23,3994.42,2272040000,69342700000,0.1527653072
197,2017-08-15,4181.93,4326.99,4455.97,3906.18,3258050000,71425500000,0.1509108931
198,2017-08-14,4325.13,4066.1,4325.13,3989.16,2463090000,67112300000,0.3037406791
199,2017-08-13,4073.26,3880.04,4208.39,3857.8,3159090000,64034100000,0.37456593039999997
200,2017-08-12,3884.71,3650.63,3949.92,3613.7,2219590000,60242100000,0.34140746240000003
201,2017-08-11,3650.62,3373.82,3679.72,3372.12,2021190000,55668000000,0.37583297460000004
202,2017-08-10,3381.28,3341.84,3453.45,3319.47,1515110000,55134700000,0.24312787800000002
203,2017-08-09,3342.47,3420.4,3422.76,3247.67,1468960000,56424900000,0.16266069619999998
204,2017-08-08,3419.94,3370.22,3484.85,3345.83,1752760000,55590300000,0.37512618270000003
205,2017-08-07,3378.94,3212.78,3397.68,3180.89,1482280000,52987300000,0.3620419193
206,2017-08-06,3213.94,3257.61,3293.29,3155.6,1105030000,53720900000,0.4232222786
207,2017-08-05,3252.91,2897.63,3290.01,2874.83,1945700000,47778200000,0.03370941543
208,2017-08-04,2895.89,2806.93,2899.33,2743.72,1002120000,46276200000,0.2959419358
209,2017-08-03,2804.73,2709.56,2813.31,2685.14,804797000,44666400000,0.43510437
210,2017-08-02,2710.67,2727.13,2762.53,2668.59,1094950000,44950800000,0.5045077403
211,2017-08-01,2718.26,2871.3,2921.35,2685.61,1324670000,47321800000,0.38579380420000003
212,2017-07-31,2875.34,2763.24,2889.62,2720.61,860575000,45535800000,0.20538887670000003
213,2017-07-30,2757.18,2724.39,2758.53,2644.85,705943000,44890700000,0.20538887670000003
214,2017-07-29,2726.45,2807.02,2808.76,2692.8,803746000,46246700000,0.21995154179999998
215,2017-07-28,2809.01,2679.73,2897.45,2679.73,1380100000,44144400000,0.2540792928
216,2017-07-27,2671.78,2538.71,2693.32,2529.34,789104000,41816500000,0.28000759989999996
217,2017-07-26,2529.45,2577.77,2610.76,2450.8,937404000,42455000000,0.2997953367
218,2017-07-25,2576.48,2757.5,2768.08,2480.96,1460090000,45410100000,0.11495734210000001
219,2017-07-24,2754.86,2732.7,2777.26,2699.19,866474000,44995600000,0.5002746637
220,2017-07-23,2730.4,2808.1,2832.18,2653.94,1072840000,46231100000,0.43108252350000004
221,2017-07-22,2810.12,2668.63,2862.42,2657.71,1177130000,43929600000,0.2777090506
222,2017-07-21,2667.76,2838.41,2838.41,2621.85,1489450000,46719000000,0.48549685789999997
223,2017-07-20,2817.6,2269.89,2900.7,2269.89,2249260000,37356800000,0.33767697409999997
224,2017-07-19,2273.43,2323.08,2397.17,2260.23,1245100000,38227800000,0.2587748672
225,2017-07-18,2318.88,2233.52,2387.61,2164.77,1512450000,36749400000,0.3923771024
226,2017-07-17,2228.41,1932.62,2230.49,1932.62,1201760000,31795000000,0.46852220990000004
227,2017-07-16,1929.82,1991.98,2058.77,1843.03,1182870000,32767600000,0.3360522453
228,2017-07-15,1998.86,2230.12,2231.14,1990.41,993608000,36681300000,0.1259739487
229,2017-07-14,2233.34,2360.59,2363.25,2183.22,882503000,38823100000,0.4542367943
230,2017-07-13,2357.9,2402.7,2425.22,2340.83,835770000,39511000000,0.1540623523
231,2017-07-12,2398.84,2332.77,2423.71,2275.14,1117410000,38355900000,0.2909483544
232,2017-07-11,2337.79,2385.89,2413.47,2296.81,1329760000,39224200000,0.3886238479
233,2017-07-10,2372.56,2525.25,2537.16,2321.13,1111200000,41509000000,0.5106143406
234,2017-07-09,2518.44,2572.61,2635.49,2517.59,527856000,42283200000,0.5106143406
235,2017-07-08,2571.34,2520.27,2571.34,2492.31,733330000,41417700000,0.21502846350000002
236,2017-07-07,2518.66,2608.59,2916.14,2498.87,917412000,42864200000,0.4153044372
237,2017-07-06,2608.56,2608.1,2616.72,2581.69,761957000,42851400000,0.3480927642
238,2017-07-05,2601.99,2602.87,2622.65,2538.55,941566000,42760800000,0.1869448478
239,2017-07-04,2601.64,2561.0,2631.59,2559.35,985516000,42067900000,0.09310500971
240,2017-07-03,2564.06,2498.56,2595.0,2480.47,964112000,41037200000,0.06696653135
241,2017-07-02,2506.47,2436.4,2514.28,2394.84,803747000,40010500000,0.18882317329999998
242,2017-07-01,2434.55,2492.6,2515.27,2419.23,779914000,40928200000,0.2905912254
243,2017-06-30,2480.84,2539.24,2559.25,2478.43,860273000,41689100000,0.268334072
244,2017-06-29,2539.32,2567.56,2588.83,2510.48,949979000,42150300000,0.2703343363
245,2017-06-28,2574.79,2553.03,2603.98,2484.42,1183870000,41906700000,0.11723817519999999
246,2017-06-27,2552.45,2478.45,2552.45,2332.99,1489790000,40677900000,0.1766515075
247,2017-06-26,2478.45,2590.57,2615.25,2376.29,1663280000,42514000000,0.27715151039999997
248,2017-06-25,2589.41,2607.25,2682.26,2552.12,1161100000,42783800000,0.2168574973
249,2017-06-24,2608.72,2738.52,2757.94,2583.19,982750000,44932900000,0.3185033161
250,2017-06-23,2744.91,2707.34,2765.17,2706.37,961319000,44415900000,0.3002108715
251,2017-06-22,2705.41,2691.03,2723.74,2642.36,1097940000,44143700000,0.3063278445
252,2017-06-21,2689.1,2709.43,2772.01,2660.4,1626580000,44440800000,0.1894560171
253,2017-06-20,2721.79,2591.26,2763.45,2589.82,1854190000,42498000000,0.1554082426
254,2017-06-19,2589.6,2549.03,2662.85,2549.03,1446840000,41800600000,0.35493137469999997
255,2017-06-18,2548.29,2655.35,2662.1,2516.33,1178660000,43539300000,0.3774529849
256,2017-06-17,2655.88,2514.01,2685.19,2484.96,1534510000,41217200000,0.16775299189999998
257,2017-06-16,2518.56,2469.57,2539.92,2385.15,1195190000,40484100000,0.16775299189999998
258,2017-06-15,2464.58,2499.58,2534.71,2212.96,2026260000,40971300000,0.2472967618
259,2017-06-14,2506.37,2716.88,2786.83,2412.94,1696560000,44528300000,0.1485524892
260,2017-06-13,2717.02,2680.91,2789.04,2650.38,1781200000,43934100000,-0.040371922819999996
261,2017-06-12,2659.63,2953.22,2997.26,2518.56,2569530000,48391200000,0.2635892723
262,2017-06-11,2958.11,2942.41,2996.6,2840.53,1752400000,48208700000,0.383374189
263,2017-06-10,2947.71,2828.14,2950.99,2746.55,2018890000,46331400000,0.3839414408
264,2017-06-09,2823.81,2807.44,2901.71,2795.62,1348950000,45987100000,0.1026646063
265,2017-06-08,2805.62,2720.49,2815.3,2670.95,1281170000,44557100000,0.1778802234
266,2017-06-07,2732.16,2869.38,2869.38,2700.56,1517710000,46989800000,0.3772674227
267,2017-06-06,2863.2,2690.84,2999.91,2690.84,2089610000,44061000000,0.17640603920000003
268,2017-06-05,2686.81,2512.4,2686.81,2510.22,1369310000,41133900000,0.3080880856
269,2017-06-04,2511.81,2547.79,2585.89,2452.54,1355120000,41708200000,0.228739501
270,2017-06-03,2515.35,2493.72,2581.91,2423.57,1514950000,40817100000,0.3195995141
271,2017-06-02,2488.55,2404.03,2488.55,2373.32,1317030000,39344600000,0.2410131996
272,2017-06-01,2407.88,2288.33,2448.39,2288.33,1653180000,37446200000,0.1701241143
273,2017-05-31,2286.41,2187.19,2311.08,2145.57,1544830000,35786700000,0.07014599143
274,2017-05-30,2175.47,2255.36,2301.96,2124.57,1443970000,36897000000,0.2120864947
275,2017-05-29,2255.61,2159.43,2307.05,2107.17,994625000,35323500000,0.2120864947
276,2017-05-28,2155.8,2054.08,2267.34,2054.08,1147140000,33595900000,0.2497038827
277,2017-05-27,2038.87,2196.27,2260.2,1855.83,1700480000,35917100000,0.2123802341
278,2017-05-26,2202.42,2320.89,2573.79,2071.99,1763480000,37950600000,0.4586725585
279,2017-05-25,2304.98,2446.24,2763.71,2285.3,2406700000,39995400000,0.3496578489
280,2017-05-24,2443.64,2321.37,2523.72,2321.37,1725380000,37949200000,0.265756428
281,2017-05-23,2320.42,2191.56,2320.82,2178.5,1378750000,35822600000,0.4040768134
282,2017-05-22,2173.4,2043.19,2303.9,2017.87,1942220000,33393600000,0.17056525329999997
283,2017-05-21,2041.2,2067.03,2119.08,2037.5,1147860000,33779400000,0.3477333771
284,2017-05-20,2084.73,1984.24,2084.73,1974.92,961336000,32422400000,0.38719561399999997
285,2017-05-19,1987.71,1897.37,2004.52,1890.25,1157290000,30999000000,0.2713721655
286,2017-05-18,1888.65,1818.7,1904.48,1807.12,894321000,29710500000,0.16802333079999998
287,2017-05-17,1839.09,1726.73,1864.05,1661.91,1064730000,28204800000,0.3408091753
288,2017-05-16,1734.45,1741.7,1785.94,1686.54,959045000,28446300000,0.09615415156
289,2017-05-15,1738.43,1808.44,1812.8,1708.54,731529000,29532600000,0.31667741050000003
290,2017-05-14,1808.91,1800.86,1831.42,1776.62,437196000,29405100000,0.31667741050000003
291,2017-05-13,1804.91,1723.12,1812.99,1651.08,579635000,28132300000,0.196398057
292,2017-05-12,1724.24,1845.76,1856.15,1694.01,740984000,30131100000,0.4489405332
293,2017-05-11,1848.57,1780.37,1873.93,1755.35,799490000,29060600000,0.3571365451
294,2017-05-10,1787.13,1756.52,1788.44,1719.1,915723000,28668100000,0.09300275107000001
295,2017-05-09,1755.36,1723.89,1833.49,1716.3,1167920000,28132200000,0.4622597164
296,2017-05-08,1723.35,1596.92,1723.35,1596.92,1340320000,26056500000,0.48518585159999994
297,2017-05-07,1596.71,1579.47,1596.72,1559.76,1080030000,25768500000,0.26710718850000004
298,2017-05-06,1578.8,1556.81,1578.8,1542.5,582530000,25395600000,0.3301874089
299,2017-05-05,1555.45,1540.87,1618.03,1530.31,946036000,25133100000,0.4239203443
300,2017-05-04,1537.67,1490.72,1608.91,1490.72,933549000,24311900000,0.19717928199999998
301,2017-05-03,1490.09,1453.78,1492.77,1447.49,583796000,23707100000,0.3043593035
